city,lat,lng,country,admin,timezone,create_dashboard
Sinnuris,29.4072,30.8667,Egypt,admin,Africa/Cairo,False
Guadalupe,25.6775,-100.2597,Mexico,admin,America/Mexico_City,False
Selcuklu,37.8814,32.4922,Turkey,admin,Europe/Moscow,False
City of Paranaque,14.5008,120.9915,Philippines,admin,Asia/Manila,False
Taihecun,45.771,131.003,China,admin,Asia/Manila,False
Mamak,39.9422,32.9231,Turkey,admin,Europe/Moscow,False
Jianshe,34.2137,113.7629,China,admin,Asia/Manila,False
Shishi,24.7167,118.7,China,admin,Asia/Manila,False
Shizuoka,34.9756,138.3828,Japan,admin,Asia/Tokyo,False
Mar del Plata,-38.0,-57.55,Argentina,admin,America/Sao_Paulo,False
Adachi,35.7833,139.8,Japan,admin,Asia/Tokyo,False
Pontianak,-0.0206,109.3414,Indonesia,admin,Asia/Jakarta,False
Xigaze,29.25,88.8833,China,admin,Asia/Manila,False
Tasikmalaya,-7.3161,108.1975,Indonesia,admin,Asia/Jakarta,False
Kochi,9.9312,76.2673,India,admin,Asia/Kolkata,False
Soledad,10.9167,-74.75,Colombia,admin,America/Lima,False
Shanhu,29.6,120.8167,China,admin,Asia/Manila,False
Gothenburg,57.7075,11.9675,Sweden,admin,Europe/Paris,False
Acapulco de Juarez,16.8636,-99.8825,Mexico,admin,America/Mexico_City,False
Gorakhpur,26.7637,83.4039,India,admin,Asia/Kolkata,False
Wroclaw,51.11,17.0325,Poland,admin,Europe/Paris,False
Pinghu,30.7,121.0167,China,admin,Asia/Manila,False
Guankou,30.988,103.647,China,admin,Asia/Manila,False
Lodz,51.7769,19.4547,Poland,admin,Europe/Paris,False
Yatou,37.1653,122.4867,China,admin,Asia/Manila,False
Denpasar,-8.6717,115.2339,Indonesia,admin,Asia/Manila,False
Guntur,16.3008,80.4428,India,admin,Asia/Kolkata,False
Tolyatti,53.5089,49.4222,Russia,admin,Asia/Dubai,False
Zhaodong,46.051,125.962,China,admin,Asia/Manila,False
Puyang Chengguanzhen,35.7004,114.98,China,admin,Asia/Manila,False
Aracaju,-10.9111,-37.0717,Brazil,admin,America/Sao_Paulo,False
Bacoor,14.4624,120.9645,Philippines,admin,Asia/Manila,False
Rotterdam,51.92,4.48,Netherlands,admin,Europe/Paris,False
Tlaquepaque,20.6167,-103.3167,Mexico,admin,America/Mexico_City,False
Villavicencio,4.15,-73.6333,Colombia,admin,America/Lima,False
Campo Grande,-20.4686,-54.6222,Brazil,admin,America/Caracas,False
Jingcheng,32.009,120.263,China,admin,Asia/Manila,False
Makhachkala,42.9825,47.505,Russia,admin,Europe/Moscow,False
Banjarmasin,-3.32,114.5925,Indonesia,admin,Asia/Manila,False
Al Hufuf,25.3608,49.5997,Saudi Arabia,admin,Europe/Moscow,False
Dali,25.6811,100.3003,China,admin,Asia/Manila,False
Sargodha,32.0836,72.6711,Pakistan,admin,Asia/Karachi,False
Karaikandi,24.8309,92.6143,India,admin,Asia/Kolkata,False
Ch'onan,36.81,127.1475,"Korea, South",admin,Asia/Tokyo,False
Brampton,43.6833,-79.7667,Canada,admin,America/New_York,False
Haldwani,29.22,79.52,India,admin,Asia/Kolkata,False
Yildirim,40.11,29.0821,Turkey,admin,Europe/Moscow,False
Dhulia,20.8997,74.7697,India,admin,Asia/Kolkata,False
Zhongshu,27.7919,106.4013,China,admin,Asia/Manila,False
Durango,24.025,-104.6675,Mexico,admin,America/Mexico_City,False
Songzi,30.174,111.757,China,admin,Asia/Manila,False
Tondo,14.617,120.967,Philippines,admin,Asia/Manila,False
Dayrut,27.5564,30.8106,Egypt,admin,Africa/Cairo,False
Tlalnepantla,19.5367,-99.1947,Mexico,admin,America/Mexico_City,False
Xiping,25.6005,103.8166,China,admin,Asia/Manila,False
Osasco,-23.5328,-46.7919,Brazil,admin,America/Sao_Paulo,False
Hue,16.4619,107.5955,Vietnam,admin,Asia/Jakarta,False
San Jose del Monte,14.8139,121.0453,Philippines,admin,Asia/Manila,False
Denizli,37.7833,29.0964,Turkey,admin,Europe/Moscow,False
Honcho,35.6946,139.9826,Japan,admin,Asia/Tokyo,False
Wuxue,29.844,115.561,China,admin,Asia/Manila,False
Bhavnagar,21.76,72.15,India,admin,Asia/Kolkata,False
Jinghong,22.009,100.797,China,admin,Asia/Manila,False
Wugang,26.7266,110.6319,China,admin,Asia/Manila,False
Petaling Jaya,3.0833,101.65,Malaysia,admin,Asia/Manila,False
Noida,28.57,77.32,India,admin,Asia/Kolkata,False
Bhangar,22.58,88.42,India,admin,Asia/Kolkata,False
Chuxiong,25.033,101.5459,China,admin,Asia/Manila,False
Dusseldorf,51.2256,6.7767,Germany,admin,Europe/Paris,False
Palermo,38.1157,13.3613,Italy,admin,Europe/Paris,False
Makati City,14.5567,121.0214,Philippines,admin,Asia/Manila,False
Tukh,30.3549,31.2011,Egypt,admin,Africa/Cairo,False
Bazal'tove,50.6765,26.16,Ukraine,admin,Europe/Athens,False
Al Qatif,26.5196,50.0115,Saudi Arabia,admin,Europe/Moscow,False
Bhilai,21.21,81.38,India,admin,Asia/Kolkata,False
Mangalore,12.8717,74.8425,India,admin,Asia/Kolkata,False
Kaihua,23.387,104.233,China,admin,Asia/Manila,False
Irkutsk,52.2892,104.28,Russia,admin,Asia/Manila,False
Meilan,19.999,110.403,China,admin,Asia/Manila,False
Ansan,37.3167,126.8333,"Korea, South",admin,Asia/Tokyo,False
Barnaul,53.3486,83.7764,Russia,admin,Asia/Jakarta,False
Bazhou,39.1333,116.3833,China,admin,Asia/Manila,False
Turpan,42.9512,89.1895,China,admin,Asia/Dhaka,False
Langzhong,31.558,106.005,China,admin,Asia/Manila,False
Qufu,35.5819,116.9862,China,admin,Asia/Manila,False
Al Mansurah,31.05,31.3833,Egypt,admin,Africa/Cairo,False
Tengyue,25.0167,98.4833,China,admin,Asia/Manila,False
Leipzig,51.34,12.375,Germany,admin,Europe/Paris,False
Halwan,29.8493,31.3327,Egypt,admin,Africa/Cairo,False
Tan An,10.905,106.6994,Vietnam,admin,Asia/Jakarta,False
Izhevsk,56.8333,53.1833,Russia,admin,Asia/Dubai,False
Jurong,31.946,119.164,China,admin,Asia/Manila,False
Bihta,25.5619,84.87,India,admin,Asia/Kolkata,False
Yuhuan,28.1277,121.2288,China,admin,Asia/Manila,False
Khabarovsk,48.4833,135.0833,Russia,admin,Australia/Brisbane,False
Etimesgut,39.9458,32.6694,Turkey,admin,Europe/Moscow,False
Changping,40.2248,116.1944,China,admin,Asia/Manila,False
Chimalhuacan,19.4131,-98.9839,Mexico,admin,America/Mexico_City,False
Oujda-Angad,34.6867,-1.9114,Morocco,admin,Africa/Casablanca,False
Ruiming,25.886,116.027,China,admin,Asia/Manila,False
Serang,-6.12,106.1503,Indonesia,admin,Asia/Jakarta,False
Ulyanovsk,54.3167,48.3667,Russia,admin,Asia/Dubai,False
Shenzhou,38.002,115.56,China,admin,Asia/Manila,False
Jambi,-1.59,103.61,Indonesia,admin,Asia/Jakarta,False
Hasanpur,28.72,78.28,India,admin,Asia/Kolkata,False
Yukarikaraman,36.9167,30.6833,Turkey,admin,Europe/Moscow,False
Kuantan,3.83,103.32,Malaysia,admin,Asia/Manila,False
Gold Coast,-28.0167,153.4,Australia,admin,Australia/Brisbane,False
Kawaguchi,35.8077,139.7241,Japan,admin,Asia/Tokyo,False
Dashiqiao,40.6167,122.5167,China,admin,Asia/Manila,False
Las Pinas City,14.45,120.98,Philippines,admin,Asia/Manila,False
Cuttack,20.5236,85.7881,India,admin,Asia/Kolkata,False
San Miguel de Tucuman,-26.8167,-65.2167,Argentina,admin,America/Sao_Paulo,False
Ar Rayyan,25.25,51.4,Qatar,admin,Europe/Moscow,False
Salimpur,26.3,83.9167,India,admin,Asia/Kolkata,False
Kryvyi Rih,47.91,33.39,Ukraine,admin,Europe/Athens,False
Zhuozhou,39.485,115.974,China,admin,Asia/Manila,False
Tianchang,32.6811,119.0137,China,admin,Asia/Manila,False
Bacolod,10.6765,122.9509,Philippines,admin,Asia/Manila,False
Raurkela,22.2492,84.8828,India,admin,Asia/Kolkata,False
Tumkur,13.34,77.1,India,admin,Asia/Kolkata,False
Balikpapan,-1.2768,116.8277,Indonesia,admin,Asia/Manila,False
Sanliurfa,37.1583,38.7917,Turkey,admin,Europe/Moscow,False
Dortmund,51.5139,7.4653,Germany,admin,Europe/Paris,False
Xinji,37.943,115.218,China,admin,Asia/Manila,False
Melikgazi,38.7167,35.5,Turkey,admin,Europe/Moscow,False
Kagoshima,31.5969,130.5572,Japan,admin,Asia/Tokyo,False
Wenchang,31.0358,116.9367,China,admin,Asia/Manila,False
Sihui,23.3265,112.7338,China,admin,Asia/Manila,False
Irapuato,20.6667,-101.35,Mexico,admin,America/Mexico_City,False
Dublin,53.3497,-6.2603,Ireland,admin,Europe/Dublin,False
Al Mahallah al Kubra,30.9667,31.1667,Egypt,admin,Africa/Cairo,False
Sialkot City,32.4925,74.5311,Pakistan,admin,Asia/Karachi,False
Vladivostok,43.115,131.8853,Russia,admin,Australia/Brisbane,False
Luocheng,30.99,104.25,China,admin,Asia/Manila,False
Pereira,4.8143,-75.6946,Colombia,admin,America/Lima,False
Reynosa,26.0922,-98.2778,Mexico,admin,America/Chicago,False
Essen,51.4508,7.0131,Germany,admin,Europe/Paris,False
Cimahi,-6.8712,107.5548,Indonesia,admin,Asia/Jakarta,False
Wenlan,23.3961,103.3649,China,admin,Asia/Manila,False
Itabashi,35.7667,139.6833,Japan,admin,Asia/Tokyo,False
Shah Alam,3.0667,101.55,Malaysia,admin,Asia/Manila,False
Suginami-ku,35.6994,139.6364,Japan,admin,Asia/Tokyo,False
Jaboatao dos Guararapes,-8.1128,-35.015,Brazil,admin,America/Sao_Paulo,False
At Ta'if,21.2667,40.4167,Saudi Arabia,admin,Europe/Moscow,False
Nha Trang,12.245,109.1917,Vietnam,admin,Asia/Jakarta,False
Tuxtla,16.7528,-93.1167,Mexico,admin,America/Mexico_City,False
Dehra Dun,30.345,78.029,India,admin,Asia/Kolkata,False
Bremen,53.0758,8.8072,Germany,admin,Europe/Paris,False
Fu'an,27.1,119.6333,China,admin,Asia/Manila,False
Mymensingh,24.7504,90.38,Bangladesh,admin,Asia/Dhaka,False
Hachioji,35.6664,139.316,Japan,admin,Asia/Tokyo,False
Iloilo,10.72,122.57,Philippines,admin,Asia/Manila,False
Puente Alto,-33.6167,-70.5667,Chile,admin,America/Santiago,False
Botou,38.0833,116.5833,China,admin,Asia/Manila,False
Rabat,34.0209,-6.8416,Morocco,admin,Africa/Casablanca,False
Sincan,39.9594,32.5767,Turkey,admin,Europe/Moscow,False
Kottayam,9.5916,76.5222,India,admin,Asia/Kolkata,False
Kahramanmaras,37.5833,36.9333,Turkey,admin,Europe/Moscow,False
Shibin al Qanatir,30.3127,31.3202,Egypt,admin,Africa/Cairo,False
Tonala,20.6167,-103.2333,Mexico,admin,America/Mexico_City,False
Abu Hummus,31.0931,30.3142,Egypt,admin,Africa/Cairo,False
Jin'e,29.3394,105.2875,China,admin,Asia/Manila,False
Macau,22.2006,113.5461,Macau,admin,Asia/Manila,False
Xinxing,39.8667,124.15,China,admin,Asia/Manila,False
Surrey,49.19,-122.8489,Canada,admin,America/Los_Angeles,False
Yaroslavl,57.6167,39.85,Russia,admin,Europe/Moscow,False
Qionghu,28.945,112.598,China,admin,Asia/Manila,False
Dresden,51.05,13.74,Germany,admin,Europe/Paris,False
Xinmin,41.997,122.823,China,admin,Asia/Manila,False
Antwerp,51.2178,4.4003,Belgium,admin,Europe/Paris,False
Kuiju,36.8667,119.4,China,admin,Asia/Manila,False
Asansol,23.68,86.99,India,admin,Asia/Kolkata,False
Bokaro Steel City,23.67,86.15,India,admin,Asia/Kolkata,False
Jieshou,33.257,115.3746,China,admin,Asia/Manila,False
Bello,6.3333,-75.5667,Colombia,admin,America/Lima,False
Kolhapur,16.6917,74.2333,India,admin,Asia/Kolkata,False
Wencheng,19.617,110.7551,China,admin,Asia/Manila,False
Miluo Chengguanzhen,28.761,113.16,China,admin,Asia/Manila,False
Lanxi,29.208,119.458,China,admin,Asia/Manila,False
Zhenzhou,32.2723,119.1848,China,admin,Asia/Manila,False
Nava Raipur,21.161,81.787,India,admin,Asia/Kolkata,False
Gaizhou,40.4,122.35,China,admin,Asia/Manila,False
Leling,37.73,117.232,China,admin,Asia/Manila,False
Genoa,44.4072,8.934,Italy,admin,Europe/Paris,False
Ensenada,31.8578,-116.6058,Mexico,admin,America/Los_Angeles,False
Surakarta,-7.5667,110.8167,Indonesia,admin,Asia/Jakarta,False
Ajmer,26.4499,74.6399,India,admin,Asia/Kolkata,False
Braunschweig,52.2667,10.5167,Germany,admin,Europe/Paris,False
Nanded,19.15,77.3,India,admin,Asia/Kolkata,False
Wuhai,39.655,106.794,China,admin,Asia/Manila,False
Rustenburg,-25.6667,27.2428,South Africa,admin,Africa/Johannesburg,False
Amravati,20.9258,77.7647,India,admin,Asia/Kolkata,False
Lisbon,38.7122,-9.134,Portugal,admin,Europe/Lisbon,False
Yanji,42.9,129.5,China,admin,Asia/Manila,False
The Hague,52.08,4.31,Netherlands,admin,Europe/Paris,False
Hannover,52.3667,9.7167,Germany,admin,Europe/Paris,False
Sevastopol,44.605,33.5225,Ukraine,admin,Europe/Moscow,False
Nellore,14.4431,79.9861,India,admin,Asia/Kolkata,False
Poznan,52.4083,16.9336,Poland,admin,Europe/Paris,False
Ibague,4.4333,-75.2333,Colombia,admin,America/Lima,False
Wancheng,18.8,110.4,China,admin,Asia/Manila,False
Tomsk,56.5,84.9667,Russia,admin,Asia/Jakarta,False
Sungai Petani,5.6497,100.4793,Malaysia,admin,Asia/Manila,False
Xinshi,31.1333,113.1167,China,admin,Asia/Manila,False
Kemerovo,55.3667,86.0667,Russia,admin,Asia/Jakarta,False
Naberezhnyye Chelny,55.6833,52.3167,Russia,admin,Europe/Moscow,False
Valledupar,10.4833,-73.25,Colombia,admin,America/Lima,False
Muntinlupa City,14.38,121.05,Philippines,admin,Asia/Manila,False
K'ebri Beyah,9.0833,43.0833,Ethiopia,admin,Europe/Moscow,False
Luofeng,37.359,120.396,China,admin,Asia/Manila,False
Ghulja,43.9,81.35,China,admin,Asia/Dhaka,False
Ixtapaluca,19.3186,-98.8822,Mexico,admin,America/Mexico_City,False
Fuding,27.2,120.2,China,admin,Asia/Manila,False
Heroica Matamoros,25.8797,-97.5042,Mexico,admin,America/Chicago,False
Lingyuan,41.25,119.4,China,admin,Asia/Manila,False
Juiz de Fora,-21.7642,-43.3503,Brazil,admin,America/Sao_Paulo,False
Guixi,28.2925,117.2454,China,admin,Asia/Manila,False
City of Calamba,14.22,121.17,Philippines,admin,Asia/Manila,False
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,admin,America/Sao_Paulo,False
Contagem,-19.9319,-44.0539,Brazil,admin,America/Sao_Paulo,False
Agadir,30.4214,-9.5831,Morocco,admin,Africa/Casablanca,False
Orenburg,51.7833,55.1,Russia,admin,Asia/Karachi,False
Nilufer,40.2833,28.95,Turkey,admin,Europe/Moscow,False
Aksu,41.185,80.2904,China,admin,Asia/Dhaka,False
Salta,-24.7833,-65.4167,Argentina,admin,America/Sao_Paulo,False
Dispur,26.1397,91.7925,India,admin,Asia/Kolkata,False
Gulbarga,17.329,76.825,India,admin,Asia/Kolkata,False
Kimhae,35.2342,128.8811,"Korea, South",admin,Asia/Tokyo,False
Novokuznetsk,53.7667,87.1333,Russia,admin,Asia/Jakarta,False
Balashikha,55.8167,37.9667,Russia,admin,Europe/Moscow,False
Bikaner,28.0167,73.3119,India,admin,Asia/Kolkata,False
Gaobeidian,39.327,115.874,China,admin,Asia/Manila,False
Himeji,34.8167,134.6833,Japan,admin,Asia/Tokyo,False
Nuremberg,49.4539,11.0775,Germany,admin,Europe/Paris,False
Van,38.4942,43.38,Turkey,admin,Europe/Moscow,False
Port Said,31.2625,32.3061,Egypt,admin,Africa/Cairo,False
Koto-ku,35.6667,139.8167,Japan,admin,Asia/Tokyo,False
Ciudad Apodaca,25.7817,-100.1886,Mexico,admin,America/Mexico_City,False
Kitchener,43.4186,-80.4728,Canada,admin,America/New_York,False
Agartala,23.8314,91.2869,India,admin,Asia/Kolkata,False
Soacha,4.5872,-74.2214,Colombia,admin,America/Lima,False
Buca,38.35,27.1667,Turkey,admin,Europe/Moscow,False
Maipu,-33.5167,-70.7667,Chile,admin,America/Santiago,False
Lyon,45.76,4.84,France,admin,Europe/Paris,False
Tultitlan de Mariano Escobedo,19.645,-99.1694,Mexico,admin,America/Mexico_City,False
Ryazan,54.63,39.7425,Russia,admin,Europe/Moscow,False
Meknes,33.895,-5.5547,Morocco,admin,Africa/Casablanca,False
Luanzhou,39.741,118.704,China,admin,Asia/Manila,False
Al Fayyum,29.3,30.8333,Egypt,admin,Africa/Cairo,False
Utsunomiya,36.555,139.8825,Japan,admin,Asia/Tokyo,False
Chanda,19.95,79.297,India,admin,Asia/Kolkata,False
Suez,29.9667,32.5333,Egypt,admin,Africa/Cairo,False
Heshan,22.7667,112.95,China,admin,Asia/Manila,False
Loni,28.75,77.28,India,admin,Asia/Kolkata,False
Jiaji,19.2431,110.4642,China,admin,Asia/Manila,False
Qaraghandy,49.8028,73.1056,Kazakhstan,admin,Asia/Karachi,False
Santa Marta,11.2419,-74.2053,Colombia,admin,America/Lima,False
Ujjain,23.17,75.79,India,admin,Asia/Kolkata,False
Abu Tisht,26.1204,32.0954,Egypt,admin,Africa/Cairo,False
Macapa,0.033,-51.05,Brazil,admin,America/Sao_Paulo,False
Al Fashn,28.8231,30.899,Egypt,admin,Africa/Cairo,False
Toulouse,43.6045,1.444,France,admin,Europe/Paris,False
Campos,-21.7523,-41.3304,Brazil,admin,America/Sao_Paulo,False
Meihekou,42.5407,125.7107,China,admin,Asia/Manila,False
Kenitra,34.25,-6.5833,Morocco,admin,Africa/Casablanca,False
Newcastle,-27.7464,29.9328,South Africa,admin,Africa/Johannesburg,False
Jhansi,25.4486,78.5696,India,admin,Asia/Kolkata,False
Matsuyama,33.8333,132.7667,Japan,admin,Asia/Tokyo,False
Ulhasnagar,19.22,73.15,India,admin,Asia/Kolkata,False
Ribeirao Preto,-21.1776,-47.8101,Brazil,admin,America/Sao_Paulo,False
Pohang,36.0322,129.365,"Korea, South",admin,Asia/Tokyo,False
Duisburg,51.4347,6.7625,Germany,admin,Europe/Paris,False
Jammu,32.73,74.87,India,admin,Asia/Kolkata,False
Mazatlan,23.2167,-106.4167,Mexico,admin,America/Phoenix,False
Uberlandia,-18.9189,-48.2769,Brazil,admin,America/Sao_Paulo,False
Nenjiang,49.11,125.13,China,admin,Asia/Manila,False
Tuticorin,8.8056,78.145,India,admin,Asia/Kolkata,False
Sukkur,27.7061,68.8483,Pakistan,admin,Asia/Karachi,False
K'ebri Dehar,6.7333,44.2667,Ethiopia,admin,Europe/Moscow,False
Taozhou,30.8956,119.411,China,admin,Asia/Manila,False
Anlu,31.2667,113.6667,China,admin,Asia/Manila,False
Lapu-Lapu City,10.3127,123.9488,Philippines,admin,Asia/Manila,False
Matsudo,35.7876,139.9032,Japan,admin,Asia/Tokyo,False
Johor Bahru,1.482,103.7281,Malaysia,admin,Asia/Manila,False
Purnea,25.778,87.476,India,admin,Asia/Kolkata,False
Imus,14.4297,120.9367,Philippines,admin,Asia/Manila,False
Niteroi,-22.8833,-43.1036,Brazil,admin,America/Sao_Paulo,False
Lipetsk,52.6167,39.6,Russia,admin,Europe/Moscow,False
Cheboksary,56.15,47.2333,Russia,admin,Europe/Moscow,False
Xiangyang,34.2995,108.4905,China,admin,Asia/Manila,False
Jiangshan,28.7361,118.625,China,admin,Asia/Manila,False
Duyun,26.2594,107.5186,China,admin,Asia/Manila,False
Pindi Bhattian,31.8958,73.2761,Pakistan,admin,Asia/Karachi,False
Ichikawa,35.7219,139.9311,Japan,admin,Asia/Tokyo,False
Kumul,42.8193,93.5151,China,admin,Asia/Dhaka,False
Accra,5.5461,-0.2067,Ghana,admin,Africa/Abidjan,False
Kota Bharu,6.12,102.23,Malaysia,admin,Asia/Manila,False
Higashi-osaka,34.6794,135.6008,Japan,admin,Asia/Tokyo,False
Larkana,27.5583,68.2111,Pakistan,admin,Asia/Karachi,False
Xingcheng,40.6167,120.7333,China,admin,Asia/Manila,False
`Ajman,25.4136,55.4456,United Arab Emirates,admin,Asia/Dubai,False
Ciudad Lopez Mateos,19.55,-99.2833,Mexico,admin,America/Mexico_City,False
Kaliningrad,54.7003,20.4531,Russia,admin,Africa/Johannesburg,False
Yueqing,28.12,120.96,China,admin,Asia/Manila,False
Penza,53.2,45.0,Russia,admin,Europe/Moscow,False
Belgaum,15.85,74.5,India,admin,Asia/Kolkata,False
Yucheng,36.934,116.638,China,admin,Asia/Manila,False
Nishinomiya-hama,34.7376,135.3416,Japan,admin,Asia/Tokyo,False
Karamay,45.5799,84.8892,China,admin,Asia/Dhaka,False
Kawachicho,34.6794,135.6008,Japan,admin,Asia/Tokyo,False
Zhangshu,28.0546,115.5462,China,admin,Asia/Manila,False
Mingguang,32.7833,117.9667,China,admin,Asia/Manila,False
Malatya,38.3486,38.3194,Turkey,admin,Europe/Moscow,False
Vellore,12.9165,79.1325,India,admin,Asia/Kolkata,False
Huanghua,38.372,117.33,China,admin,Asia/Manila,False
Encheng,22.1833,112.3,China,admin,Asia/Manila,False
Lianran,24.919,102.478,China,admin,Asia/Manila,False
Kartal,40.8872,29.19,Turkey,admin,Europe/Moscow,False
Cuiaba,-15.5958,-56.0969,Brazil,admin,America/Caracas,False
Akhmim,26.5667,31.75,Egypt,admin,Africa/Cairo,False
Malegaon,20.55,74.55,India,admin,Asia/Kolkata,False
Feira de Santana,-12.2669,-38.9669,Brazil,admin,America/Sao_Paulo,False
Hailun,47.4667,126.9667,China,admin,Asia/Manila,False
Jamnagar,22.47,70.07,India,admin,Asia/Kolkata,False
Sylhet,24.9,91.8667,Bangladesh,admin,Asia/Dhaka,False
Ananindeua,-1.3658,-48.3719,Brazil,admin,America/Sao_Paulo,False
Chiniot,31.7194,72.9842,Pakistan,admin,Asia/Karachi,False
Chengjiao,35.3984,114.0649,China,admin,Asia/Manila,False
Bardoli,21.12,73.12,India,admin,Asia/Kolkata,False
Bratislava,48.1447,17.1128,Slovakia,admin,Europe/Paris,False
Kurashiki,34.585,133.7722,Japan,admin,Asia/Tokyo,False
Oita,33.2333,131.6067,Japan,admin,Asia/Tokyo,False
Al Jubayl,27.0046,49.646,Saudi Arabia,admin,Europe/Moscow,False
Gaya,24.75,85.01,India,admin,Asia/Kolkata,False
Xiulin,29.7209,112.4254,China,admin,Asia/Manila,False
Shekhupura,31.7111,73.9878,Pakistan,admin,Asia/Karachi,False
Vila Velha,-20.3364,-40.2936,Brazil,admin,America/Sao_Paulo,False
Kirov,58.6,49.6833,Russia,admin,Europe/Moscow,False
San Juan,-31.5342,-68.5261,Argentina,admin,America/Sao_Paulo,False
Mykolaiv,46.975,31.995,Ukraine,admin,Europe/Athens,False
Yicheng,31.721,112.257,China,admin,Asia/Manila,False
Fengcheng,40.45,124.0667,China,admin,Asia/Manila,False
Xiaoyi,36.0833,111.5167,China,admin,Asia/Manila,False
Katlehong,-26.3333,28.15,South Africa,admin,Africa/Johannesburg,False
Jiangshandicun,28.7412,118.6225,China,admin,Asia/Manila,False
Qingzhen,26.5704,106.4687,China,admin,Asia/Manila,False
Buraydah,26.3664,43.9628,Saudi Arabia,admin,Europe/Moscow,False
Kupang,-10.1702,123.6077,Indonesia,admin,Asia/Manila,False
Tula,54.2,37.6167,Russia,admin,Europe/Moscow,False
Ambattur,13.1143,80.1548,India,admin,Asia/Kolkata,False
Nakhon Ratchasima,14.9806,102.1,Thailand,admin,Asia/Jakarta,False
Tan Uyen,11.0508,106.7636,Vietnam,admin,Asia/Jakarta,False
Astrakhan,46.35,48.035,Russia,admin,Asia/Dubai,False
Longjiang,27.5819,120.5489,China,admin,Asia/Manila,False
Rushan,36.87,121.505,China,admin,Asia/Manila,False
Shangzhi,45.207,127.965,China,admin,Asia/Manila,False
Angeles City,15.1472,120.5847,Philippines,admin,Asia/Manila,False
Kuqa,41.7156,82.9322,China,admin,Asia/Dhaka,False
Kanazawa,36.5611,136.6564,Japan,admin,Asia/Tokyo,False
Manado Light,1.4858,124.8347,Indonesia,admin,Asia/Manila,False
Manado,1.4931,124.8413,Indonesia,admin,Asia/Manila,False
Kaiyuan,42.546,124.038,China,admin,Asia/Manila,False
Cranbourne,-38.0996,145.2834,Australia,admin,Australia/Sydney,False
Jalgaon,21.004,75.568,India,admin,Asia/Kolkata,False
Chhatarpur,24.55,79.3527,India,admin,Asia/Kolkata,False
Fukuyama,34.4858,133.3622,Japan,admin,Asia/Tokyo,False
Lanus,-34.7,-58.4,Argentina,admin,America/Sao_Paulo,False
Pyeongtaek,36.9922,127.1128,"Korea, South",admin,Asia/Tokyo,False
Kurnool,15.83,78.05,India,admin,Asia/Kolkata,False
Marikina City,14.65,121.1,Philippines,admin,Asia/Manila,False
Kagithane,41.0719,28.9664,Turkey,admin,Europe/Moscow,False
Amagasaki,34.7333,135.4,Japan,admin,Asia/Tokyo,False
Melaka,2.2064,102.2465,Malaysia,admin,Asia/Manila,False
Ciudad General Escobedo,25.7933,-100.1583,Mexico,admin,America/Mexico_City,False
Manizales,5.0675,-75.51,Colombia,admin,America/Lima,False
Bornova,38.4697,27.2211,Turkey,admin,Europe/Moscow,False
Hsinchu,24.8167,120.9833,Taiwan,admin,Asia/Manila,False
Gaoping,35.798,112.924,China,admin,Asia/Manila,False
Batman,37.887,41.132,Turkey,admin,Europe/Moscow,False
Demiryol,37.887,41.132,Turkey,admin,Europe/Moscow,False
Erkoklu,37.887,41.132,Turkey,admin,Europe/Moscow,False
Avcilar,40.9792,28.7214,Turkey,admin,Europe/Moscow,False
Kota Kinabalu,5.98,116.11,Malaysia,admin,Asia/Manila,False
Katsushika-ku,35.7333,139.85,Japan,admin,Asia/Tokyo,False
Udaipur,24.58,73.68,India,admin,Asia/Kolkata,False
Mogi das Cruzes,-23.5228,-46.1931,Brazil,admin,America/Sao_Paulo,False
Stavropol,45.05,41.9833,Russia,admin,Europe/Moscow,False
General Trias,14.38,120.88,Philippines,admin,Asia/Manila,False
Warder,6.9667,45.35,Ethiopia,admin,Europe/Moscow,False
Sirajganj,24.45,89.7167,Bangladesh,admin,Asia/Dhaka,False
Wapi,20.372,72.917,India,admin,Asia/Kolkata,False
Bac Giang,21.2667,106.2,Vietnam,admin,Asia/Jakarta,False
Zurich,47.3744,8.5411,Switzerland,admin,Europe/Paris,False
Nam Dinh,20.42,106.1683,Vietnam,admin,Asia/Jakarta,False
Rajshahi,24.3667,88.6,Bangladesh,admin,Asia/Dhaka,False
Piraeus,37.943,23.6469,Greece,admin,Europe/Athens,False
Zebediela,-24.31,29.27,South Africa,admin,Africa/Johannesburg,False
Shah Latif Town,24.8806,67.1625,Pakistan,admin,Asia/Karachi,False
Tanbei,35.088,112.951,China,admin,Asia/Manila,False
Londrina,-23.31,-51.1628,Brazil,admin,America/Sao_Paulo,False
Esenler,41.0339,28.8903,Turkey,admin,Europe/Moscow,False
Sochi,43.5853,39.7203,Russia,admin,Europe/Moscow,False
Rodriguez,14.72,121.12,Philippines,admin,Asia/Manila,False
Chauddagram,23.2244,91.3731,Bangladesh,admin,Asia/Kolkata,False
San Nicolas de los Garza,25.75,-100.2833,Mexico,admin,America/Mexico_City,False
Taoyuan District,24.9913,121.3143,Taiwan,admin,Asia/Manila,False
Baisha,29.4896,119.337,China,admin,Asia/Manila,False
Mathura,27.4925,77.6736,India,admin,Asia/Kolkata,False
Meicheng,30.631,116.581,China,admin,Asia/Manila,False
Lembok,-8.565,116.351,Indonesia,admin,Asia/Manila,False
